cleaned_tweet,true_label,predicted_label,true_label_name,predicted_label_name
putin is arming us your capitalist idols in the west killed our children and gave our land to turkics if you dislike putin fine i understand however do not be a fucking faggot and look up to westerners the free market will not save you only your blood can do that,1,0,offensive_language,hate_speech
boo sorry did i scare you it cocktober u kno what that means slut o ween send this to number of ur sluttiest ghost bitches if u get number back ur a slutty witch bitch but if u get number back ur the spookiest slut on the block,2,1,neither,offensive_language
these faggots should read siege,1,0,offensive_language,hate_speech
me and user are looking for number asians one under age for me the other number for badger be a baddie or you aint in,1,2,offensive_language,neither
it's ok to tell a nigga he trash and a feature will never happen fam,1,2,offensive_language,neither
there was a fly that was banging into all the windows and i called it retarded but then i thought to myself umm i'm talki,2,1,neither,offensive_language
brady heard yall say he was washed now he washing the league on you hoe ass niggas,0,1,hate_speech,offensive_language
nigger hello,1,0,offensive_language,hate_speech
you are a be rollin margiela fuckin this nigger slammin,2,0,neither,hate_speech
user as long as the party is controlled by white trash southerners this is what you will get,1,2,offensive_language,neither
birds of prey listening to margot robbie talk like a retarded white girl who thinks she can drop the n word any time she wants for number hours hard pass,1,2,offensive_language,neither
i bet he a wetback tho she should be calling ice,1,0,offensive_language,hate_speech
im wearing white pants and i look like a faggot,2,0,neither,hate_speech
janis is a space dyke,2,0,neither,hate_speech
more like lil thump because that shit seriously hurt my ears if you took the time to listen you d know you are a fucking queer,2,0,neither,hate_speech
why do people use the eggplant emoji in reference to a dick if your dick is purple with a green top see a doctor bruh,1,2,offensive_language,neither
half of it will be about how you became ghetto in compton,1,2,offensive_language,neither
bet there would not be so many interracial relationships if all the baby come out white,1,2,offensive_language,neither
it figures that instead of investigating saudi arabia influence on clinton they would go after the white christian country russophobes maga gabfam speakfreely trump,2,0,neither,hate_speech
australia is the poor white trash of asia,1,2,offensive_language,neither
user yeah he gay not ugly gay and hot as fuck idc,1,2,offensive_language,neither
i love faggots absolutely love them especially the ones that can dress to the tea,1,0,offensive_language,hate_speech
you women are not wild animals well some you can control your own attitude and put yourself in place u dumb bitch,1,0,offensive_language,hate_speech
i take it that the stasi over at wiltshire police in the uk who spend all day looking for people saying negative things about immigrants or islam are at the same time seeing crime going up and convictions going down priorities are important user postal,1,2,offensive_language,neither
wtf is this chick singing the 7th inning stretch at the giants game wearing she's like a redneck carmen miranda #nlds,1,2,offensive_language,neither
bingo hates americans hates our values hates our country and you civnat faggots pay his tuition,1,0,offensive_language,hate_speech
i am waiting for marvel or dc comics to put out a new pc action hero captain shithole saves the universe a disabled black islamic tranny saves america from evil white people with his sidekick a giant whale opra fighting by his side,1,2,offensive_language,neither
user homo we go lesbians,1,2,offensive_language,neither
they should make hillary clinton lick white dogshit,0,2,hate_speech,neither
not once have you refuted my arguments you ran from the debate like the faggot you are i stole your dinner money gave you a wedgie and stuffed you in your own locker,1,0,offensive_language,hate_speech
user if you are then i am too she is a hood rat trailer trash person anyone who thinks she is not is also a hood rat trailer trash person michelle is no racist,1,0,offensive_language,hate_speech
i have yet to understand why so many bytches getting the bull piercing it's called a septic or something like that,1,2,offensive_language,neither
what user did was big he followed by a lot of israel first cuckservatives many heard accurate criticism of jews for the first time in their lives because of nehlen some unfollowed but some will begin to question,1,2,offensive_language,neither
no mom im not dramatic immature i just have fucking mental problems and youre a bitch and a cunt,0,1,hate_speech,offensive_language
forever 21 hoes,2,1,neither,offensive_language
they ain t down w me but they kno i m number bitch that it up w,2,1,neither,offensive_language
lmfao u sloth trinidad james with a relaxer lookin ass bitch i hate niggers imma start talking to white boys,1,0,offensive_language,hate_speech
watching this anal rape episode pretty funny but the one thing that annoys me about an otherwise fine episode is the use of sam jackson and charlie murphy as the voice of the wiggers i think it done to give ppl license to laugh at white people dropping n bombs freely,1,2,offensive_language,neither
i am going to start calling you all conservatives from the flag waving nazi to the cocksucking skeptic politically there is no reasoning to this however many of you will find this annoying and perhaps even offensive and that all the reason i have ever needed,1,2,offensive_language,neither
next time you see a mooslim toss bacon at it,0,1,hate_speech,offensive_language
my dad's friend was telling my dad and i about how he got some good pussy last night and how she was a good lay it was a real bummer,1,2,offensive_language,neither
fraud polls have to pivot to reality in the final weeks to cover their tracks and preserve future credibility hillary trump are you with her hillbully nuclear holocaust for sure,1,0,offensive_language,hate_speech
good music young money fags,1,0,offensive_language,hate_speech
cruise's recent comments make him a bigger douchebag than charlie sheen he didn't even have any 'tiger blood',1,2,offensive_language,neither
user shut up your fuckin mouth terrorist son of bitch,0,1,hate_speech,offensive_language
look like jew york has been enriched by a bit of vibrant moslem diversity tonight enjoy,2,0,neither,hate_speech
user you do not consider anything presented to you as evidence let alone irrefutable evidence you just continue to diagree you shifted this argument from the jews pushing the muslims in to the holocaust to af diary you can not win so you shift are you black or a woman,1,0,offensive_language,hate_speech
user user is not chad one of those shithole countries tromp talked about,0,2,hate_speech,neither
lol look is mike brown's twitter look at the trash he wrote about lmao gentle giant my ass #ferguson,1,2,offensive_language,neither
gangsta poppin margiela can not hustlin this nigger,2,0,neither,hate_speech
i'm sure would add this helpful parenthetical explanation if these were redneck peckerwood teabaggers,0,1,hate_speech,offensive_language
trump you damn elephant im sending you back to africa for being a illegal immagrant,2,1,neither,offensive_language
u hoes going to church this morning like y'all wasn't busting it wide open for niggas about 4 hours ago,0,1,hate_speech,offensive_language
should not that be a sales pitch for trumpers i had no idea who he is never heard of him but from the name i d hazard a guess that he likely yellow on the outside and nigger on the inside,2,0,neither,hate_speech
or faggot guess he got caught saying nigga,1,0,offensive_language,hate_speech
can't wait to eat #metropole and see my friends bring on those damn yellow penguins #ro,1,2,offensive_language,neither
i was wondering when a muslim becomes prime minister where will the first english hydrogen bomb be droped on manchester london or brussels,1,2,offensive_language,neither
signs in the ghetto warning the jews of typhus germans warning jews about a deadly disease,1,0,offensive_language,hate_speech
you fat irish fucking cunt i honestly hope you choke to death in a pool of your own jameson induced vomit,1,0,offensive_language,hate_speech
must have been a light skin hoe lmfao wtf she mean af he wasnt ready bruh rip,0,1,hate_speech,offensive_language
what more likely an old white man shoots up a music festival attended by mainly white people because he does not like the music or submissive man radicalized by his domineering moslem wife,2,0,neither,hate_speech
you a fatherless wallet carrying ass video game playing ass negro breh you filth no way you can afford to date a #twitterhoney,0,1,hate_speech,offensive_language
saying who cares comes from a privileged position may you never experience what a queer person goes through and may,1,2,offensive_language,neither
fuck up you swole fag,1,0,offensive_language,hate_speech
so the average european is welcoming these nigger and sandnigger rapists into their cities towns and villages,1,0,offensive_language,hate_speech
did you get your volcano yet faggot,1,0,offensive_language,hate_speech
chink thats better then having the rug rats running around yah crib girl enjoy life lol,2,0,neither,hate_speech
a muslime women forced to wear her panties on her head says american woman have no freedom lol,2,1,neither,offensive_language
brando daughter cheyenne lived a short life of tragedy and pain buried deep in hollywood print media in places we can no longer dig up she alleged he systematically raped her she alleged he systematically raped her,1,2,offensive_language,neither
glassboro mcdonald ghetto just like millville got me getting smart with people early in the morning,1,2,offensive_language,neither
#morningjoe prove him wrong righties liberals use facts cons use emotions to make decisions facts be damned should be the teabagger motto,1,2,offensive_language,neither
#porn #android #iphone #ipad #sex #xxx #teen cutie lesbian teens toy slits,2,1,neither,offensive_language
who gives a fuck what the liberals do oh is this some retarded we have to be better than the liberals thing fuck that we have to win moral victories are for losers,1,0,offensive_language,hate_speech
cinco de way ho,1,2,offensive_language,neither
nice hoodie faggot,1,0,offensive_language,hate_speech
number shades of gray moslem style number nuances de gris dans le style musulman biggaykoranburning steve,0,2,hate_speech,neither
arabs invented the condom number years later british troops removed the condom from the belly of the goat,1,0,offensive_language,hate_speech
us ghettos driven by liberal ideology forged by unions bankrupted by self serving dems catering to parasites #tcot,0,2,hate_speech,neither
happy this nigga nick old i only like red bones ass is watching this,1,2,offensive_language,neither
yep i am all for more black conservatives being spawned but that not our job low hanging fruit is a bazillion retarded whites,1,0,offensive_language,hate_speech
ohh mr i'm all tough cause i live in a retarded city thinks he's cool people like you should be shoveling my snow broke bum,1,0,offensive_language,hate_speech
i fucking hate saturday because i work number hr emotionally draining shifts helping annoying ass white ppl i hate sundays because my brain melts listening to football coverage being blasted at full volume from time to time,1,2,offensive_language,neither
they were niglet babies i am not saying it is not awful but it pretty much normal behavior for ghetto monkeys,0,2,hate_speech,neither
bitches be like i'm mixed wit italian chinese nd african american i be like bitch just cuz you ate ur,0,1,hate_speech,offensive_language
user i figured it i was gay i get so mad at incels yet i feel identified with them i hate this lol,1,2,offensive_language,neither
what happened zhids happened,0,2,hate_speech,neither
why arabs lose wars,2,1,neither,offensive_language
oh you mean these guys all jews vox said no jews are globalists is vox lying,1,0,offensive_language,hate_speech
shapiro being blamed for the mosque shooting can not say i give a fuck since he calls trump a racist every chance he gets as he wants arabs out of israel,2,0,neither,hate_speech
i know all about servicemen wearing shemaghs i am just saying he might not know about that and may have mistook you for a sandnigger because you are wearing one how does that not make any sense to you,0,2,hate_speech,neither
jim hogg county a dirt poor democrat leaning county hebronville is it's seat been there it's a near ghetto,1,2,offensive_language,neither
for niggas who claim to love pussy as much as y'all do y'all should be champions for sexual liberation and stigma remov,1,2,offensive_language,neither
because women would never lie about being sexually assaulted for personal gain ain t that right feminists,1,2,offensive_language,neither
hello faggots and weenies,1,0,offensive_language,hate_speech
dunno not good enough he should offer his wife to the negro as,1,0,offensive_language,hate_speech
justin trudeau not being able to differentiate between isis fighters and regular refugees is stunning he is blatantly trying to confuse and manipulate the two he is now the most irresponsible and undeserving leader we have ever seen,1,2,offensive_language,neither
fat fucking funky nasty ass hoes,0,1,hate_speech,offensive_language
people are fucking retarded lol,0,1,hate_speech,offensive_language
remember only the white supremacists are responsible for violence,1,2,offensive_language,neither
just saw an obese negress wearing a shirt emblazoned with black is beautiful it is not imagine the reaction if i wore an it okay to be white shirt in public,0,2,hate_speech,neither
you drove me redneck crazy,1,2,offensive_language,neither
the kk is alive and well in the democratic party you could even say it is thriving obviously all democrats are racist sexist bigots right these are just inconvenient facts for the brainwashed retarded monkey leftist though is not it,1,2,offensive_language,neither
why has stephen lawrence mum been made a dame i dont get it cause establishment problems you get knighted its what about the white kids murdered raped by blacks and muslims so many need to hang,1,0,offensive_language,hate_speech
muh legacy is shitty he stirred up a hurricane of hate against police white people anybody who opposed him he was more interested in his marxist muslim agenda then bringing our country together,2,0,neither,hate_speech
user no one spouts hate against immigrants idiot,1,2,offensive_language,neither
user cell em with the biggest hairiest bull dykes in the joint,1,2,offensive_language,neither
rough looking niggas pretty boys,1,2,offensive_language,neither
ray j is the perfect example of what happens when you give a lame nigga some pussy,1,0,offensive_language,hate_speech
user user so if an animal does body language you start to rape it also number number years old they do not understand shit about sex and do not say then let us teach them that not the point kids should be hanging out with friends and playing games not being statutory raped,1,2,offensive_language,neither
user what if the sugar gramp was a ss soilder who killed hundreds of jews but is a multi billionaire,0,2,hate_speech,neither
1 800 slap a hoe,2,1,neither,offensive_language
user that just means your professor a little bitch lmao,2,1,neither,offensive_language
scandal a negro bed wench's fairy tale and propaganda via a must see for hebrew daughters of zion,0,2,hate_speech,neither
snickers have come out with a white chocolate bar ice cream bar i can not stand snickers because i like my candy like i like my women no nuts,1,2,offensive_language,neither
so i guess i want to be ghetto my dad was poor not in morals or in standards my grandfather was poor he was great man tho,1,2,offensive_language,neither
dis nicca lame,2,1,neither,offensive_language
oh goodie yet another ghetto lottery participant any excuse for the free giddings,1,2,offensive_language,neither
probably time to put this twitter feed to bed #nyy,2,1,neither,offensive_language
lol jk i changed my number on them ho s,1,2,offensive_language,neither
breitbart com video number number number bengals cb adam pacman jones to cops during arrest i hope you die tomorrow many try to ignore it but user full of ghetto thugs stop supporting them you just make them rich ghetto thugs,1,2,offensive_language,neither
you are confusing jews with whites again,2,0,neither,hate_speech
user dude wtf you put towel head over me,0,2,hate_speech,neither
damn who knew this whole time that i was the angry negro dude,1,2,offensive_language,neither
outside with dah fuckin yardie eh,1,2,offensive_language,neither
better nig lol but if anything ill flip u the 10 or something im tryna get some more cash,0,1,hate_speech,offensive_language
new rules2017 if your post contains the words racist mysogonistic islamaphobe nazi it will be deregulated to specious drivel if your post contains toxic masculinity intersectional cultural appropriation you are publically stating to the world that your a mindless asshat happy posting,1,2,offensive_language,neither
' this niggah pharrell or whatever this niggah name is don't deserve shit for that white ass gay song,0,1,hate_speech,offensive_language
but about to bring all the ghetto ass shit uptoen,2,1,neither,offensive_language
god bless you whitey i be sleepin in tomorrow,2,0,neither,hate_speech
in redneck land #tennessee,1,2,offensive_language,neither
i miss u negro user,1,2,offensive_language,neither
my nicca swear he can see me in madden lol,2,1,neither,offensive_language
ayyy what fags,1,0,offensive_language,hate_speech
the schools are not the problem the ghetto students are the problem user,1,2,offensive_language,neither
seriously kellyanne and chris have the shiftiest chemistry she can t behave like a lady and makes the president look ghetto,1,2,offensive_language,neither
my baby dick with can this nigger money,1,0,offensive_language,hate_speech
memorial day remember why we fought so white women can serve black men who then crap out the food later dmtbka,1,2,offensive_language,neither
yeah these valley faggots can go fuck themselves,1,0,offensive_language,hate_speech
user how was uri i heard it was filled with hyper toxic nationalism and burned jihadis and lefties ass,1,2,offensive_language,neither
another one in the news black man sitting on the couch eatting ice cream police woman come his apartment shoot him dead you can live like you white but in there eyes u still a nigger,2,0,neither,hate_speech
user you can not grab a person firearm and start punching them and trying to take it you utter fucking retard,1,0,offensive_language,hate_speech
lol still thinking about the nazi hunter busting out the long swords after like two days of quarantine this shit is gonna get wild,1,2,offensive_language,neither
its amazing how times have changed when i first posted the hot women in bikinis thread back last july i got alot of wtf posts and people calling me out for debauchery now i just get the up votes,2,1,neither,offensive_language
a white christmas for twitter refugees snowflakes not welcome,1,2,offensive_language,neither
poll in sweden do you know what trump was referring to in regards to problems with refugees number said no number said yes number raped the pollster,1,2,offensive_language,neither
how many fuckin fags did a even get shouldnt be allowed into my wallet whilst under the influence haha,0,1,hate_speech,offensive_language
karmas a bitch and she aint pretty,2,1,neither,offensive_language
user you using big words im mentally retarded jk jk,1,2,offensive_language,neither
bout time to burn some dykes its a strange world,0,2,hate_speech,neither
love pissing off the kike,1,0,offensive_language,hate_speech
shockingly though western pakis and indians get along quite well even though we are suppose to hate each other i personally do not have any paki friends because majority of them hate this country are anti semites and number number conspiracy theorists,2,0,neither,hate_speech
to hire donna brazille who was so biased that she cheated to favor hillary the dnc pick for candidate for president i certainly would not trust her being at fox we are not going to let them white boys win no bias here now move along,2,0,neither,hate_speech
have but fuck the grammar nazis,2,1,neither,offensive_language
lay in it brother i'm a honky,1,2,offensive_language,neither
im just going to assume that guy fucked a nigger in the ass and user was the result if newsweek does not need to verify stories neither do i,1,0,offensive_language,hate_speech
remember how quiet every other pres has been after they left the use obongo because he is a nigger and they think white guilt will work obey obey you were taught in in schools gov and all media obey,1,2,offensive_language,neither
oh sh kitty show me your muslim rage pleezz,1,0,offensive_language,hate_speech
for all the taxes they take out of my paycheck the least they could do is send me a picture of the ghetto family i am supporting to hang on my fridge,1,2,offensive_language,neither
no i am saying slags who chase after black men especially drug dealing illegal immigrants should not be surprised when it does not work out well for them,0,2,hate_speech,neither
user user she wants be raped and that attention that she h as to to dress that way let her be prone to sex offenders and rapist,1,2,offensive_language,neither
you can no longer run a business n america unless it's deemed acceptable by 1 political group of retards known as democr,0,1,hate_speech,offensive_language
user any white girls that get raped can show solidarity with their attacker as its not his fault he did not enjoy a privileged start in life and probably her own fault because she did,1,2,offensive_language,neither
i'd never send my kids to private school because then they would never experience ghetto public school fights,2,1,neither,offensive_language
meeting irene was probably the best thing ever in life i love that bitch my dog forsure,2,1,neither,offensive_language
spits out animal cracker this doesn't even taste like hippo,2,1,neither,offensive_language
gold poppin bugatti brown gangsta shit this nigger,2,0,neither,hate_speech
user it chinaman hat island over my head,1,2,offensive_language,neither
moderate moslem number,2,0,neither,hate_speech
i love retarded people no cap,2,1,neither,offensive_language
user yo too beautiful likely to bounce all niggers on these twitter streets,2,0,neither,hate_speech
only we would cut our best tight end and resign a trash nigga who can't make a play to save his life,1,0,offensive_language,hate_speech
the alt right is number number e celeb faggots and about number fanboys the rest of the movement is actually just people that are fed up with anything establishment we should be declaring ourselves the alt establishment but we are lazy and not centralized and varied thus unpredictable uncontrollable,1,0,offensive_language,hate_speech
swimming pool in novaky concentration camp these jews can claim holocaust pensions,1,0,offensive_language,hate_speech
really had to bite my tongue tonight at my bible study we are going over the readings and gospel for sunday and i am just like let me tell you bout them jews mane dual covenant is a lie and philosemites need to be stopped,1,2,offensive_language,neither
we are one of the most intimidating and athletic people alive with strict training even a ghetto gangbanger can reach spec ops level it true we are hardy folk,1,2,offensive_language,neither
sounds like something a moslem would do,1,0,offensive_language,hate_speech
congratulations londonistan in number short years you managed to get back the caliphate the evil celts stole good job queen of farts and parliament will you be killing the evil whites yourselves or will you have a superior shitskin do it,1,0,offensive_language,hate_speech
omg the two monkey twins had never to call another girl ugly they got thicker mustaches then me,1,2,offensive_language,neither
communist revisionists on the city council in austin tx voted to eliminate columbus day use indigenous people instead said columbus was violence hatred they just dissed all italians un freaking believable,1,2,offensive_language,neither
it's crazy if a female cheats it's so wrong she's every type of hoe there is but if a guy cheats there's all these justific,2,1,neither,offensive_language
then why are all the white girls being raped and murdered by blacks,1,2,offensive_language,neither
when did we become a nation of giant dripping whiny pussies anyway make this dude president of iraq even he's the man,1,2,offensive_language,neither
whenever the train stops me at the tracks in tehama i haul ass through gerber to make sure i do not catch that bitch twice,2,1,neither,offensive_language
ya'll niggers have a good thanksgiving,1,0,offensive_language,hate_speech
user user user no we will take care of our beloved indian muslims but we do not want any illegal muslim immigrants from pakistan and bangladesh india is only for indian muslims all hindus sikhs jains and christians,1,2,offensive_language,neither
negro please,1,0,offensive_language,hate_speech
gorgeous calico maine coon cat,2,0,neither,hate_speech
yeah i also agree that the middle eastern ones are coming mostly to hungary but these other refugees away from mudslimes are all schengen regions why bother applying for refugee status when you can just move it perfectly legal,1,2,offensive_language,neither
user got mad at me because i told him he was gay in 4 th grade was i serious yes is he gay yes,1,2,offensive_language,neither
men will condition women to put up w misogyny bc they could be worse and somehow you dumbasses will always find a way to blame dykes huh,2,0,neither,hate_speech
what be the peckin order 1 white christian 2 colored 3 porto ricans 4 arab 5 jews i donts know i be axin,0,2,hate_speech,neither
so they could complain about racial profiling i'm sure bloody twats,1,2,offensive_language,neither
still confused why king ordered two tranny hookers to the party last night,1,2,offensive_language,neither
u wanna be a gay sad faggot or u wanna be dope and sweet,1,2,offensive_language,neither
us army removes negro as official reference to black people after public outrage,1,2,offensive_language,neither
kidd is a formal name for a baby goat and nsfmw means not safe for muslim work,1,2,offensive_language,neither
the zeal that the msm censors any talk about jews almost makes you think that jews are our de facto masters or something you think there would be any censorship of a person suggesting a correlation between europeans and war,2,0,neither,hate_speech
in a relationship with the idea of you girls with trash love lives,1,2,offensive_language,neither
turns down the saturation on the gay flag 1 6 k retweets,2,1,neither,offensive_language
democrats forever the partyofslaves all they ever do is obstruct that so they can keep you in chains housenigger pimped out whores who keep the ghetto complacent slaveryisfreedom,0,1,hate_speech,offensive_language
you gotta be bold as shit to be on social media when you have not texted me back bitch i hate you,2,1,neither,offensive_language
user anyone in your life who thinks it wrong to uncover pedophilia and provide that info to law enforcement have them babysit your kids you will find out who the real retard is,1,0,offensive_language,hate_speech
or fags cause if you post you found him attractive as well niggas who post trannys to see if a nigga thirsts ov,1,2,offensive_language,neither
apparently there was a tea stain on the qu ran that blocked some text scientist have discovered what it covered mohammed was a gay prophet as is allah though mohammed went a step farther and was a tranny too,1,2,offensive_language,neither
he funny as shit i do not know of anyone else who captures the experience of being a modern loser and pervert so well his article on how a gay guy stole his underwear at the gym is hilarious,1,2,offensive_language,neither
niggas be catching attitudes and expect a bitch to beg plenty of sorry's to figure out what's his problem no,1,0,offensive_language,hate_speech
edited their news headline for clarity the most common baby name for a moslem in england muhammad mohammed,1,2,offensive_language,neither
nick background my nigger,1,0,offensive_language,hate_speech
user and user the two latest jew hating bigots to be added to my mute list i think having gab biggest mute list because of gay bashers and jew haters is definitely within reach,2,0,neither,hate_speech
i have developed a huge crush on females with shaved heads beautiful bald bitches,2,1,neither,offensive_language
saw a documentary a couple of years ago on the part still destroyed by the flood everyone complaining about injustice and racism of someone not rebuilding their ghetto in a non gentrifying way of course which was run down before the flood they expect handouts,1,2,offensive_language,neither
i was banned off twitter for telling a fat dyke her tits looked like roadkill they refused my appeal too lol fuck twitter i do not need it,1,0,offensive_language,hate_speech
dumb nigger,1,0,offensive_language,hate_speech
african slave descendants mexicans ex pri socdem voters chinamen socialists and hindians socialist all vote on the same side along with queers and feminists the problem is immigration of races whose people lack protestant north sea germanic beliefs,2,0,neither,hate_speech
never cared about what another bitch got going on,2,1,neither,offensive_language
because scumbags still hate italians as europeans but love spic scum latino trash bags spics of all kinds get a pass even though many spikos hate nig nigs and heebs imagine that in this day and age jew broads prejudice against italians,1,0,offensive_language,hate_speech
user yo not gay its wit da bois,1,2,offensive_language,neither
it's so shady when you bitches talk to guys w girlfriends that's so disrespectful to do to another girl,0,1,hate_speech,offensive_language
i do not think i am prettier i know it and you know it too and it drives you nuts so you post about me being an animal killing me you want the beautiful white women gone you are just the darker side of shitskin beautiful white people something you will never be,0,2,hate_speech,neither
so about this white female officer that killed the black guy talking about she thought it was her apartment and all that that hoe deserves to die and that that if i was his family i would kill her,2,0,neither,hate_speech
where this goes awry is when we allow the women to take control and begin applying their compassion in inappropriate and even damaging ways as my wife puts it women are to love those the husband allows into the home number number,1,2,offensive_language,neither
careful they might try to queer ya,1,2,offensive_language,neither
reddit bans r incels because it was violent against women believed in enslaving women thought women should have their clits cut off and wished the government would mandate them a girlfriend r islam seen extremely nervous and wondering if its next,1,2,offensive_language,neither
that dumb black bitch that was getting the cards for the picture made me so fucking mad she ruined my day,0,1,hate_speech,offensive_language
i'm one of those faggots who hates the word mines,1,0,offensive_language,hate_speech
todays horoscope you're still a hoe that is all have a nice day,2,1,neither,offensive_language
only white trash and morons are offended by the #redskins team name #liberalism,1,0,offensive_language,hate_speech
user god forbid black people tell white bitches about themselves,2,1,neither,offensive_language
all you ofay got left is da oscars better enjoy dat before us colored folk get dat too,1,2,offensive_language,neither
user or worse that dykes from livingston because he is a different option,0,2,hate_speech,neither
how to describe hypocrisy all the folks calling on trump to call out white nationalism had not been able to call out antifa blm islamicterror how worse can their hypocrisy be,1,2,offensive_language,neither
it a scientific fact that their cranial capacity is smaller than a caucasians they have bigger bone density around the skull area to compensate they will never evolve to compete with the white mans world prime example underneath,0,2,hate_speech,neither
i support sellner but let me just say white taqiyya sounds like the gayest thing ever and it will never work why are we emulating a sandnigger cult,0,2,hate_speech,neither
seriously who cares what color somebody is that makes you a huge faggot in my book,1,0,offensive_language,hate_speech
i wasn t always racist in fact my time in the military changed that watching niggers meander around the shop while all the whites worked and seeing goat fucking towelheads who could not do a proper jumping jack tends to change ones perception of what is and is not equal,1,0,offensive_language,hate_speech
it's a lot of uncle tom ass niggas out here,0,2,hate_speech,neither
never go full retard,0,1,hate_speech,offensive_language
saw a skank like that in town the other day i quickly noticed she had a nigglet in tow,0,2,hate_speech,neither
your disgusting you should be banned from talking about hiphop retards like you belong in the 40's with your retarded ass logic,1,0,offensive_language,hate_speech
yay im a whitey 3,2,0,neither,hate_speech
i can't tell if i want to fuck you or if i want to slit your throat,1,0,offensive_language,hate_speech
they have thousands of years of practice but the fuckers keep re branding themselves in history books so nobody realizes it the same jews using the same rabid arabs century after century,1,0,offensive_language,hate_speech
young women of this generation be more worried about how much money he has rather than if he has the holy spirit or not,2,1,neither,offensive_language
if anyone tries to tell you that gay lesbian people are pushing the genital preference conversation remind them that literally no homosexual on the planet would ever come up with the term genital preferences,2,1,neither,offensive_language
yes hitler inself ordered to not kill jews at the kristallnacht everything have a reason we must accept it and look forward,1,0,offensive_language,hate_speech
funny how smart people can make retarded faggots look even more retarded fuckbees stbhwn,0,1,hate_speech,offensive_language
racist white cops arresting blacks again can't wait till black cops arrest whities then hear them bitch #fastfoodstrike,1,0,offensive_language,hate_speech
now i know you are lying because the shit you are pulling here do not fly on that faggot ass website it has not for a long time,1,0,offensive_language,hate_speech
stop islam now,1,0,offensive_language,hate_speech
shut yo cracker jack buck teeth ass am a native and a nigga the best kind,1,2,offensive_language,neither
calling me a nigger on gab does not faze me i will be really impressed when someone on here calls me a mooncricket,2,0,neither,hate_speech
sometimes i wanna upper cut this bitch but i don't know if she's special ed or not,0,1,hate_speech,offensive_language
i forgot how white trash texarkana was well it is arkansas so,0,2,hate_speech,neither
people who live in #thenetherlands are unwashed trash,0,2,hate_speech,neither
the below countries adamantly refused syrian refugees and their reasons were exactly the same they are way too dangerous to allow in libtards are putting themselves especially their children in extreme danger by supporting them,2,0,neither,hate_speech
members of non traditional religions are all sub human trash,0,2,hate_speech,neither
anyway ladies and femme adjacent folk if you ever need to feel empowered enough to fight literally anyone and generally be a colossal bitch please give panty and stocking a go or at least listen to the soundtrack,2,1,neither,offensive_language
what else would you expect from a retarded feminazi swamp donkey,1,0,offensive_language,hate_speech
i said something to you gorilla stop listening to monkey music,1,2,offensive_language,neither
certainly did refer to them a pakis you dumb cunt,0,1,hate_speech,offensive_language
i wish i was a bad bitch sad,2,1,neither,offensive_language
fuck you mean macklemore trash nigger,1,0,offensive_language,hate_speech
it is the muslim way,2,0,neither,hate_speech
user she should go meet muslims where sharia law is the rule and hang out there and then come back and tell us how she was treated wearing something as simple as she wearing in that pic she d be gang raped and beaten then charged with being a slut,0,2,hate_speech,neither
user user you sound like a faggot,1,0,offensive_language,hate_speech
since it has already been established that as an aggregate blacks could integrate just fine in this country and still do in many parts of the country its clear the issue must lie with other factors specifically with post number urban black populations,2,0,neither,hate_speech
i think its about #whites trying to be the most #blackish what we in socal call wiggers #liberals #democrats,2,1,neither,offensive_language
people on this site are fucking retarded sometimes,0,1,hate_speech,offensive_language
would you call ice to report an illegal alien note the phone number for ice number dhs number ice,1,2,offensive_language,neither
coronavirus gone platinum with no features and she ain t even hit africa yet beyonce has been mighty quiet,1,2,offensive_language,neither
i hope i die cause i am white blacklivesmatter,0,2,hate_speech,neither
number yr ago muslims shot killed whites blacks latinos asians christians jews for the fact they were non muslim americans sanbernardino,1,0,offensive_language,hate_speech
they should be at work they are arabs,2,0,neither,hate_speech
ima fuck up pony stupid emo faggot,1,0,offensive_language,hate_speech
user jonny thats the power of legal hardworking immigrant unlike radical muslim refugees and illegal mexicans,1,2,offensive_language,neither
steve bannon is gay,1,2,offensive_language,neither
neither have i i just why ok i've never had a nigger cock,1,0,offensive_language,hate_speech
i need to jump in the shop on fritag for 72 beers hate looking like 20 odd i need to get 120 fags tae going to look like a junkie,1,0,offensive_language,hate_speech
we trash,1,2,offensive_language,neither
if white people should be ashamed for our forfathers slavery then why do arabs get a free pass they are still doing it,1,2,offensive_language,neither
i cannot stand straight white women who think women only purpose is to birth children,1,2,offensive_language,neither
user user illegal immigrants aren t americans,1,2,offensive_language,neither
lebron james takes a shot at trump he posed for picture on cover of magazine in white suit with safety pin but now we can say he looks like giant baby in diaper trump maga speakfreely,1,2,offensive_language,neither
take that and shove it up your ass #yankees #derekjeter,1,2,offensive_language,neither
skylar needs to go back to clarenceville he taking all the hoes,1,0,offensive_language,hate_speech
user number muslims out there in kashmir were either openly supporting their genocide or kept silence yes they all are terrorists,1,2,offensive_language,neither
user user i witnessed my black teammates defend and agree with my overtly racist white friend for calling a black dude a nigger i tried to defend dude being called nigger and they all hated on me,2,0,neither,hate_speech
typical asians do not complain nearly as much as blacks do about the world being unfair they just do their best to make good with what they have,1,2,offensive_language,neither
hell yea bitch dis go hard as hell flocka i will suck big dick team slut all day and week month year and century i love big naps d i c k q u a d,0,1,hate_speech,offensive_language
i donno who demz iz but ima bout to get white gurll ghetto on there asses when i find out,1,2,offensive_language,neither
